B2	找B2检票口
26号到达口	找26号到达口
A12	找A12检票口
检票口A15	找A15检票口
地名,高铁,上三楼	坐车
d28检票口	找D28检票口
B26号口	找B26检票口
到达口15	找15号到达口
B14号口	找B14检票口
P1停车场	找p1停车场
南10洞口	找南10桥柱
A12口	找A12检票口
B23检票口	找B23检票口
南13桥墩	找南13桥柱
a17口	找A17检票口
A13号口	找A13检票口
25号到达口	找25号到达口
北2桥柱	找北2桥柱
C26口	找C26检票口
12306	找处理12306账户
地名1,候车厅	坐城轨
B5号口	找B5检票口
d区	找检票D区
南边的进站口	找南进站口
25出口	找25号到达口
a23	找A23检票口
出口10	找10号到达口
地名1,城轨,坐车	坐城轨
坐地铁	坐地铁
11号出口	找11号到达口
B3口	找B3检票口
地名,过来,高铁,到达口	找到达口
出口26	找26号到达口
坐城轨	坐城轨
北9桥洞	找北9桥柱
检票口A15	找A15检票口
20号到达口	找20号到达口
坐动车	坐车
检票口a20	找A20检票口
车,出站口	找到达口
b27检票口	找B27检票口
检票口a25	找A25检票口
北8桥	找北8桥柱
A2	找A2检票口
b区	找检票B区
东门爱心驿站	找东门爱心驿站
煌上煌	找煌上煌
检票口d26	找D26检票口
4进站口	找4号进站口
南,13号桥	找南13桥柱
g入口	找G口
b27检票口	找B27检票口
b24	找B24检票口
7号口	找7号到达口
a21口	找A21检票口
北11洞口	找北11桥柱
坐车	坐车
售票厅	人工窗口
检票口A1	找A1检票口
L入口	找L口
b7号口	找B7检票口
B16检票口	找B16检票口
厕所	找卫生间
城轨,坐车	坐车
南12	找南12桥柱
B19号口	找B19检票口
出去,东门	找东门
北8洞口	找北8桥柱
C23号口	找C23检票口
21号出口	找21号到达口
东在哪里	找东边
d入口	找D口
A20	找A20检票口
23号口	找23号到达口
人工售票	人工窗口
A12口	找A12检票口
2号线,地铁	坐地铁
d区	找检票D区
失物招领	找失物招领处
C26检票口	找C26检票口
接客区	找p3停车场
p3停车场	找p3停车场
北停车场	找北1停车场
忘带身份证	办临时身份证
停车场	找停车场
C23	找C23检票口
K出口	找K口
3出站口	找3号出站口
coffee	找咖啡店
A18口	找A18检票口
地名,高铁,上三楼	坐车
出站口1	找1号出站口
坐车	坐车
哪个口	找到达口
B7检票口	找B7检票口
28号到达口	找28号到达口
22出口	找22号到达口
subway	坐地铁
北侧进站口	找北进站口
轻轨,地名,买票	买票
C区	找检票C区
北在哪个方向	找北边
地名,过来,高铁,到达口	找到达口
到达口4	找4号到达口
南9桥柱	找南9桥柱
北10桥洞	找北10桥柱
J出口	找J口
1出站口	找1号出站口
北,5号桥	找北5桥柱
能不能	是否类问题
b18口	找B18检票口
西出发平台	找西出发平台
出口13	找13号到达口
取票	找自助取票机
厕所	找卫生间
11号出口	找11号到达口
出口20	找20号到达口
C23检票口	找C23检票口
怎么改	找改签处
出站口1	找1号出站口
坐车	坐车
B22口	找B22检票口
C28	找C28检票口
b21号口	找B21检票口
网约车	找p1停车场
b22检票口	找B22检票口
D23检票口	找D23检票口
A18检票口	找A18检票口
A11检票口	找A11检票口
取票	找自助取票机
检票口D27	找D27检票口
A6口	找A6检票口
a4号口	找A4检票口
北1桥	找北1桥柱
南14	找南14桥柱
北进站口	找北进站口
a9	找A9检票口
a3号口	找A3检票口
A3检票口	找A3检票口
3层	坐车
A28	找A28检票口
出去,西门	找西门
到达口25	找25号到达口
a3	找A3检票口
北边的进站口	找北进站口
北5桥洞	找北5桥柱
顺风车	找p1停车场
b9号口	找B9检票口
出发厅	找出发平台
b6检票口	找B6检票口
北12桥	找北12桥柱
城轨,候车室,地名1	坐城轨
C22	找C22检票口
北9桥柱	找北9桥柱
港澳通行证,续签	找港澳通行证续签机
c28号口	找C28检票口
南9洞口	找南9桥柱
检票口A24	找A24检票口
g入口	找G口
西侧出站口	找西出站口
D24检票口	找D24检票口
12306	找处理12306账户
p7停车场	找p7停车场
北8桥	找北8桥柱
地名,轻轨,买票	买票
c27	找C27检票口
车,出站口	找到达口
北4桥	找北4桥柱
改签	找改签处
出口24	找24号到达口
d25口	找D25检票口
城轨,哪个口	找到达口
北路	找南站北路
d21口	找D21检票口
南6桥墩	找南6桥柱
吸烟处	找吸烟处
B14号口	找B14检票口
B4号口	找B4检票口
报验证件	找处理12306账户
南10桥墩	找南10桥柱
东出发平台	找东出发平台
中铁快运	找中铁快运
南在哪里	找南边
2线地铁	坐地铁
a20检票口	找A20检票口
检票口A5	找A5检票口
检票口b3	找B3检票口
5号到达口	找5号到达口
丢失物品	找失物招领处
C20口	找C20检票口
a1口	找A1检票口
3号出口	找3号到达口
北5桥柱	找北5桥柱
A8口	找A8检票口
22号出口	找22号到达口
寄存	找行李寄存处
D22	找D22检票口
北,10号桥	找北10桥柱
南7桥墩	找南7桥柱
2号线,地铁	坐地铁
d20口	找D20检票口
p3	找p3停车场
K口	找K口
充电宝	借充电宝
改签	找改签处
a7	找A7检票口
南10桥柱	找南10桥柱
南站南路	找南站南路
南14	找南14桥柱
检票口B22	找B22检票口
d20检票口	找D20检票口
C25检票口	找C25检票口
b出口	找B口
退票	人工窗口
售票机	找自助售票机
d25检票口	找D25检票口
D28口	找D28检票口
改签	找改签处
西面的出站口	找西出站口
西门出站口	找西出站口
地名,上三楼	坐车
检票口B13	找B13检票口
d26	找D26检票口
A17口	找A17检票口
17号口	找17号到达口
东边的进站口	找东进站口
检票口b24	找B24检票口
a13号口	找A13检票口
长途汽车	坐大巴
检票口d20	找D20检票口
A15号口	找A15检票口
a8口	找A8检票口
南,1号桥	找南1桥柱
南14桥墩	找南14桥柱
a7	找A7检票口
高铁	坐车
人工售票	人工窗口
北14柱	找北14桥柱
煌上煌	找煌上煌
轻轨,到达口	找到达口
13出口	找13号到达口
南14桥柱	找南14桥柱
b26号口	找B26检票口
南3桥墩	找南3桥柱
11号口	找11号到达口
有饭吃	用餐
B22号口	找B22检票口
东出站口	找东出站口
A13检票口	找A13检票口
b1口	找B1检票口
高铁	坐车
动车票	人工窗口
东门的出站口	找东出站口
8号到达口	找8号到达口
北路	找南站北路
b9	找B9检票口
专车	找p1停车场
购票	买票
8号进站口	找8号进站口
b17	找B17检票口
b2	找B2检票口
东南区	找东南区
10号出口	找10号到达口
南2洞口	找南2桥柱
到达口26	找26号到达口
南2桥	找南2桥柱
A12	找A12检票口
南4桥洞	找南4桥柱
1出站口	找1号出站口
5号口	找5号到达口
检票口a23	找A23检票口
北面的进站口	找北进站口
a5号口	找A5检票口
遗失物品	找失物招领处
20号口	找20号到达口
北3	找北3桥柱
坐车	坐车
28号口	找28号到达口
北6柱	找北6桥柱
出口28	找28号到达口
b14	找B14检票口
北停车场	找北1停车场
3号口	找3号到达口
d23检票口	找D23检票口
B24口	找B24检票口
B20号口	找B20检票口
B3	找B3检票口
南在哪里	找南边
D28号口	找D28检票口
20号口	找20号到达口
D口	找D口
D26	找D26检票口
b5口	找B5检票口
检票口D23	找D23检票口
出发层	坐车
检票口B6	找B6检票口
滴滴	找p1停车场
北3洞口	找北3桥柱
F入口	找F口
C25检票口	找C25检票口
北14柱	找北14桥柱
a10号口	找A10检票口
出口10	找10号到达口
B12检票口	找B12检票口
b17号口	找B17检票口
l口	找L口
A8口	找A8检票口
b26口	找B26检票口
h出口	找H口
a22检票口	找A22检票口
b18号口	找B18检票口
上三楼	坐车
上三楼	坐车
a5口	找A5检票口
北侧的出站口	找北出站口
忘带身份证	办临时身份证
a18	找A18检票口
2线地铁	坐地铁
考核护照	找处理12306账户
a15口	找A15检票口
d24口	找D24检票口
地名,过来,高铁,到达口	找到达口
22号到达口	找22号到达口
检票口a25	找A25检票口
北门出站口	找北出站口
动车票,取	找自助取票机
北3柱	找北3桥柱
北边进站口	找北进站口
d口	找D口
A27检票口	找A27检票口
8号口	找8号到达口
b26号口	找B26检票口
高铁票	人工窗口
7号地铁	坐地铁
p7停车场	找p7停车场
西门的爱心驿站	找西门爱心驿站
高铁站,售票大厅	人工窗口
A7检票口	找A7检票口
d26号口	找D26检票口
核验身份证	找处理12306账户
检票口C24	找C24检票口
南5桥洞	找南5桥柱
b6口	找B6检票口
吸烟	找吸烟处
北3桥洞	找北3桥柱
人工,服务台,售票	人工窗口
A14号口	找A14检票口
A15	找A15检票口
23出口	找23号到达口
地名,换乘	坐车
B15号口	找B15检票口
13号口	找13号到达口
a16检票口	找A16检票口
南边的进站口	找南进站口
西门爱心驿站	找西门爱心驿站
b4口	找B4检票口
C22检票口	找C22检票口
西面的出站口	找西出站口
p2	找p2停车场
北13桥柱	找北13桥柱
买高铁票	人工窗口
检票口b16	找B16检票口
d20检票口	找D20检票口
4号进站口	找4号进站口
出站口5	找5号出站口
B8	找B8检票口
k入口	找K口
南12	找南12桥柱
检票口A11	找A11检票口
北6桥柱	找北6桥柱
东,出发平台	找东出发平台
c出口	找C口
检票口a4	找A4检票口
8号口	找8号到达口
b28号口	找B28检票口
检票口B10	找B10检票口
南6柱	找南6桥柱
港澳通行证,续签	找港澳通行证续签机
身份证忘带	办临时身份证
南边进站口	找南进站口
a24	找A24检票口
c22口	找C22检票口
c23	找C23检票口
14号口	找14号到达口
北10桥	找北10桥柱
南2	找南2桥柱
身份证忘带	办临时身份证
存行李	找行李寄存处
南路	找南站南路
a16号口	找A16检票口
候车	坐车
a12口	找A12检票口
北6	找北6桥柱
北2柱	找北2桥柱
北门进站口	找北进站口
a13号口	找A13检票口
c口	找C口
车,出站口	找到达口
2号进站口	找2号进站口
到达口22	找22号到达口
a24号口	找A24检票口
L入口	找L口
g入口	找G口
16号口	找16号到达口
B12	找B12检票口
A1号口	找A1检票口
进站口8	找8号进站口
2号到达口	找2号到达口
买票	买票
8号到达口	找8号到达口
检票口a3	找A3检票口
d区	找检票D区
2号,地铁站	坐地铁
检票口B2	找B2检票口
1号进站口	找1号进站口
a20号口	找A20检票口
5号口	找5号到达口
d24号口	找D24检票口
北14洞口	找北14桥柱
坐出租车	坐出租车
检票口C28	找C28检票口
A7口	找A7检票口
22号口	找22号到达口
买票,地名	买票
b23口	找B23检票口
5出口	找5号到达口
A22口	找A22检票口
咖啡	找咖啡店
P5	找p5停车场
进站口	坐车
c24检票口	找C24检票口
西门进站口	找西进站口
东侧的进站口	找东进站口
西门的进站口	找西进站口
p1	找p1停车场
检票口b27	找B27检票口
西在哪个方向	找西边
metro	坐地铁
东侧,出发平台	找东出发平台
行李寄存处	找行李寄存处
东出口,出发厅	找东出发平台
北在哪个方向	找北边
买票	买票
绝味鸭脖	找绝味鸭脖
a12号口	找A12检票口
B23	找B23检票口
9号出口	找9号到达口
7号线	坐地铁
g口	找G口
出口4	找4号到达口
高铁票,取票	找自助取票机
c26	找C26检票口
出站	找出站口
西边的出站口	找西出站口
a11号口	找A11检票口
B6检票口	找B6检票口
购票	买票
A16号口	找A16检票口
a27口	找A27检票口
地名,买票	买票
25号到达口	找25号到达口
公交	坐公交
b5口	找B5检票口
b24号口	找B24检票口
广州南站汽车客运站	坐大巴
B5	找B5检票口
到达口23	找23号到达口
地名,换乘	坐车
20号口	找20号到达口
b出口	找B口
16出口	找16号到达口
小件行李寄存处	找行李寄存处
东进站口	找东进站口
人工	人工窗口
地名1,等车	坐城轨
检票口A27	找A27检票口
地铁	坐地铁
8号进站口	找8号进站口
c21口	找C21检票口
c21	找C21检票口
A25号口	找A25检票口
20出口	找20号到达口
北2桥柱	找北2桥柱
6号出口	找6号到达口
南13桥柱	找南13桥柱
茅坑	找卫生间
出去,西门	找西门
吃,吃的	用餐
C25口	找C25检票口
C20检票口	找C20检票口
b12号口	找B12检票口
进站口	坐车
西在哪个方向	找西边
b4口	找B4检票口
北9洞口	找北9桥柱
b20	找B20检票口
B27检票口	找B27检票口
吃饭	用餐
A20口	找A20检票口
P5停车场	找p5停车场
c26口	找C26检票口
取票	找自助取票机
18出口	找18号到达口
进站	坐车
12号到达口	找12号到达口
上三楼	坐车
退票,怎么退	人工窗口
B28口	找B28检票口
出口	找到达口
东出发平台	找东出发平台
南侧出站口	找南出站口
出口5	找5号到达口
P1停车场	找p1停车场
南门的出站口	找南出站口
15出口	找15号到达口
10出口	找10号到达口
顺丰	找中铁快运
南门出站口	找南出站口
南出站口	找南出站口
A11口	找A11检票口
南12	找南12桥柱
B23检票口	找B23检票口
北2柱	找北2桥柱
A24	找A24检票口
b16	找B16检票口
地名,坐车	坐车
b7检票口	找B7检票口
B8口	找B8检票口
地名,换乘	坐车
地名,高铁,出来	找到达口
北边的进站口	找北进站口
便利店	找便利店
地名,轻轨,买票	买票
失物招领处	找失物招领处
北13桥	找北13桥柱
C21	找C21检票口
d27口	找D27检票口
B18	找B18检票口
公交车	坐公交
b28号口	找B28检票口
c25	找C25检票口
4号出站口	找4号出站口
1号口	找1号到达口
6号进站口	找6号进站口
B21	找B21检票口
南8洞口	找南8桥柱
北11桥	找北11桥柱
检票口c22	找C22检票口
南,14号桥	找南14桥柱
检票口B27	找B27检票口
b16检票口	找B16检票口
B21口	找B21检票口
西面的出站口	找西出站口
东边进站口	找东进站口
b20口	找B20检票口
改票	找改签处
北,11号桥	找北11桥柱
南出站口	找南出站口
到达口26	找26号到达口
出口23	找23号到达口
中铁快运	找中铁快运
b16	找B16检票口
出口20	找20号到达口
d27号口	找D27检票口
a10检票口	找A10检票口
D20检票口	找D20检票口
西南区	找西南区
C25检票口	找C25检票口
B28	找B28检票口
p6	找p6停车场
出口19	找19号到达口
B16	找B16检票口
身份证,忘带,通行证,驾驶证	人工窗口
B8口	找B8检票口
A8口	找A8检票口
B24号口	找B24检票口
A28号口	找A28检票口
A1口	找A1检票口
11号口	找11号到达口
检票口c20	找C20检票口
检票口D27	找D27检票口
19号出口	找19号到达口
检票口B8	找B8检票口
东出发平台	找东出发平台
上去,3层	坐车
南11桥	找南11桥柱
的士	坐出租车
出站口4	找4号出站口
b27	找B27检票口
b27口	找B27检票口
北3	找北3桥柱
p5	找p5停车场
南站南路	找南站南路
A26检票口	找A26检票口
